0,Z
0.068306,Q
0.204918,J
0.204918,X
0.751366,K
1.02459,B
1.1612,V
1.50273,P
1.70765,G
1.98087,Y
2.3224,W
2.3224,U
2.39071,D
2.59563,F
3.27869,L
3.27869,C
3.34699,M
3.48361,H
4.30328,S
4.37158,R
5.7377,N
6.42076,T
6.48907,I
6.48907,A
6.7623,O
19.9454,E
