0,Z
0.068306,J
0.136612,Q
0.273224,X
0.819672,K
1.02459,B
1.29781,V
1.50273,P
1.91257,G
1.98087,Y
2.11749,U
2.39071,W
2.52732,C
2.59563,D
2.86885,F
3.27869,L
3.34699,M
3.48361,H
4.30328,S
4.37158,R
5.7377,I
5.80601,N
6.42076,T
6.48907,A
6.7623,O
19.9454,E
