0,Q
0,Z
0.136612,J
0.204918,X
0.751366,K
1.02459,B
1.0929,V
1.63934,P
1.77596,G
1.98087,Y
2.3224,W
2.3224,U
2.39071,D
2.52732,C
2.80055,F
3.14208,M
3.4153,L
3.55191,H
4.30328,S
4.37158,R
5.7377,I
5.7377,N
6.42076,T
6.48907,A
6.7623,O
19.9454,E
