0,Q
0,Z
0.204918,J
0.273224,X
0.956284,K
1.02459,B
1.29781,V
1.70765,P
1.98087,Y
2.04918,G
2.3224,U
2.39071,W
2.39071,D
2.52732,C
2.59563,F
3.14208,M
3.27869,L
3.48361,H
4.43989,R
4.43989,S
5.7377,I
6.42076,T
6.48907,A
6.55738,N
6.7623,O
20.3552,E
